date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
9/7/2021,Nevada,3255635,3784610,1809303,48.62,105.7,1497539,58.74,122.87,,7030,2282,0.86,,4.55
9/8/2021,Nevada,3259186,3784610,1811103,48.67,105.81,1499177,58.8,122.87,3551,6476,2102,0.861,,4.85
9/9/2021,Nevada,3262758,3793550,1812745,48.73,105.93,1501088,58.85,123.16,3572,6135,1992,0.86,,4.85
9/10/2021,Nevada,3270809,3811940,1816106,48.87,106.19,1505304,58.96,123.76,8051,6054,1965,0.858,,4.85
9/11/2021,Nevada,3278095,3844840,1819397,48.98,106.43,1508666,59.07,124.83,7286,5970,1938,0.853,,
9/12/2021,Nevada,3284302,3844840,1822289,49.08,106.63,1511825,59.16,124.83,6207,5936,1927,0.854,,
9/13/2021,Nevada,3291466,3844840,1825441,49.2,106.86,1515446,59.26,124.83,7164,6039,1961,0.856,,
9/14/2021,Nevada,3298055,3848000,1828655,49.3,107.07,1518436,59.37,124.93,6589,6060,1967,0.857,,
9/15/2021,Nevada,3303685,3868020,1831563,49.38,107.26,1521025,59.46,125.58,5630,6357,2064,0.854,,
9/16/2021,Nevada,3310452,3899350,1834902,49.49,107.48,1524348,59.57,126.6,6767,6813,2212,0.849,,
9/17/2021,Nevada,3318560,3912720,1838733,49.62,107.74,1528384,59.7,127.03,8108,6822,2215,0.848,,
9/18/2021,Nevada,3324411,3941690,1841577,49.72,107.93,1531422,59.79,127.97,5851,6617,2148,0.843,,
9/19/2021,Nevada,3330393,3941690,1844168,49.82,108.12,1534627,59.87,127.97,5982,6584,2138,0.845,,
9/20/2021,Nevada,3336896,3941690,1847140,49.93,108.34,1537932,59.97,127.97,6503,6490,2107,0.847,,
9/21/2021,Nevada,3342913,3942590,1849882,50.02,108.53,1540844,60.06,128,6017,6408,2080,0.848,,
9/22/2021,Nevada,3347291,3956770,1851731,50.11,108.67,1543368,60.12,128.46,4378,6229,2022,0.846,,
9/23/2021,Nevada,3353696,3959290,1854627,50.21,108.88,1546604,60.21,128.54,6405,6178,2006,0.847,,
9/24/2021,Nevada,3359425,3963740,1857191,50.3,109.07,1549384,60.3,128.69,5729,5838,1895,0.848,,
9/25/2021,Nevada,3364637,3977580,1859462,50.39,109.24,1551977,60.37,129.14,5212,5747,1866,0.846,,
9/26/2021,Nevada,3372456,3977580,1862688,50.5,109.49,1555444,60.47,129.14,7819,6009,1951,0.848,,
9/27/2021,Nevada,3378653,3977580,1864808,50.57,109.69,1557592,60.54,129.14,6197,5965,1937,0.849,,
9/28/2021,Nevada,3385621,3979460,1867134,50.63,109.92,1559609,60.62,129.2,6968,6101,1981,0.851,,
9/29/2021,Nevada,3391763,3986650,1869275,50.7,110.12,1561717,60.69,129.43,6142,6353,2063,0.851,,
9/30/2021,Nevada,3397599,3991900,1871575,50.75,110.31,1563310,60.76,129.6,5836,6272,2036,0.851,,
10/1/2021,Nevada,3403348,4019990,1873602,50.81,110.49,1564967,60.83,130.51,5749,6275,2037,0.847,,
10/2/2021,Nevada,3406508,4027000,1874899,50.84,110.6,1566060,60.87,130.74,3160,5982,1942,0.846,,
10/3/2021,Nevada,3424321,4025460,1880396,50.98,111.17,1570414,61.05,130.69,17813,7409,2405,0.851,,
10/4/2021,Nevada,3436142,4024060,1883754,51.09,111.56,1573552,61.16,130.64,11821,8213,2666,0.854,,
10/5/2021,Nevada,3443155,4045120,1886012,51.16,111.79,1575904,61.23,131.33,7013,8219,2668,0.851,,
10/6/2021,Nevada,3447775,4056360,1887550,51.21,111.94,1577408,61.28,131.69,4620,8002,2598,0.85,,
10/7/2021,Nevada,3453312,4068660,1889612,51.27,112.11,1579101,61.35,132.09,5537,7959,2584,0.849,,
10/8/2021,Nevada,3464385,4113230,1893416,51.38,112.47,1582597,61.47,133.54,11073,8720,2831,0.842,,
10/9/2021,Nevada,3473208,4118950,1896367,51.46,112.76,1585164,61.57,133.73,8823,9529,3094,0.843,,
10/10/2021,Nevada,,,,,,,,,,7765,2521,,,
10/11/2021,Nevada,,,,,,,,,,6858,2227,,,
10/12/2021,Nevada,3489616,4135570,1901941,51.63,113.29,1590145,61.75,134.26,,6637,2155,0.844,,
10/13/2021,Nevada,3494834,4136290,1903703,51.68,113.46,1591845,61.81,134.29,5218,6723,2183,0.845,,
10/14/2021,Nevada,3502073,4158070,1906203,51.76,113.7,1594245,61.89,135,7239,6966,2262,0.842,,
10/15/2021,Nevada,3508941,4166020,1908579,51.83,113.92,1596377,61.96,135.25,6868,6365,2066,0.842,,
10/16/2021,Nevada,3518253,4198880,1911683,51.91,114.22,1599015,62.06,136.32,9312,6435,2089,0.838,,
10/17/2021,Nevada,3525360,4196360,1914128,51.99,114.45,1601295,62.14,136.24,7107,6669,2165,0.84,,
10/18/2021,Nevada,3531787,4193840,1916254,52.05,114.66,1603095,62.21,136.16,6427,6806,2210,0.842,,
10/19/2021,Nevada,3536752,4194520,1918006,52.09,114.82,1604598,62.27,136.18,4965,6734,2186,0.843,,
10/20/2021,Nevada,3541997,4199220,1919851,52.15,114.99,1606312,62.33,136.33,5245,6738,2188,0.843,,
10/21/2021,Nevada,3549119,4212770,1922190,52.22,115.23,1608385,62.41,136.77,7122,6721,2182,0.842,85899,
10/22/2021,Nevada,3558077,4240960,1928892,52.37,115.52,1612942,62.62,137.69,8958,7019,2279,0.839,89664,
10/23/2021,Nevada,3564698,4257280,1931031,52.43,115.73,1614965,62.69,138.22,6621,6635,2154,0.837,92525,
10/24/2021,Nevada,3573760,4257280,1933697,52.51,116.03,1617387,62.78,138.22,9062,6914,2245,0.839,96670,
10/25/2021,Nevada,3580718,4254060,1935490,52.56,116.25,1618862,62.84,138.11,6958,6990,2269,0.842,100396,
10/26/2021,Nevada,3589453,4257240,1937937,52.62,116.53,1620751,62.92,138.22,8735,7529,2444,0.843,104674,
10/27/2021,Nevada,3597492,4267880,1940068,52.67,116.8,1622453,62.99,138.56,8039,7928,2574,0.843,109034,
10/28/2021,Nevada,3612712,4301670,1943915,52.77,117.29,1625323,63.11,139.66,15220,9085,2950,0.84,117473,
10/29/2021,Nevada,3624178,4346320,1946903,52.84,117.66,1627621,63.21,141.11,11466,9443,3066,0.834,124009,
10/30/2021,Nevada,3636422,4369890,1949931,52.92,118.06,1629868,63.31,141.87,12244,10246,3326,0.832,131320,
10/31/2021,Nevada,3648724,4370460,1952924,52.98,118.46,1632008,63.4,141.89,12302,10709,3477,0.835,138697,
11/1/2021,Nevada,3660182,4368360,1955696,53.05,118.83,1633992,63.49,141.82,11458,11352,3686,0.838,145330,
11/2/2021,Nevada,3666863,4397970,1957385,53.09,119.05,1635320,63.55,142.78,6681,11059,3590,0.834,149167,
11/3/2021,Nevada,3675224,4407550,1959592,53.14,119.32,1636890,63.62,143.1,8361,11105,3605,0.834,153957,
11/4/2021,Nevada,3685031,4431190,1962143,53.2,119.64,1638664,63.7,143.86,9807,10331,3354,0.832,159751,
11/5/2021,Nevada,3693009,4438770,1964166,53.24,119.9,1640000,63.77,144.11,7978,9833,3192,0.832,164789,
11/6/2021,Nevada,3702621,4471530,1966457,53.29,120.21,1641477,63.84,145.17,9612,9457,3070,0.828,170823,
11/7/2021,Nevada,3718609,4481390,1970484,53.38,120.73,1644160,63.97,145.49,15988,9984,3241,0.83,180031,
11/8/2021,Nevada,3732146,4481390,1973989,53.45,121.17,1646482,64.09,145.49,13537,10281,3338,0.833,187773,
11/9/2021,Nevada,3737729,4501510,1976584,53.48,121.35,1647401,64.17,146.15,5583,10124,3287,0.83,190086,
11/10/2021,Nevada,3745932,4523710,1979406,53.53,121.62,1648755,64.26,146.87,8203,10101,3279,0.828,194387,
11/11/2021,Nevada,,,,,,,,,,10779,3499,,,
11/12/2021,Nevada,3775032,4613900,1988657,53.67,122.56,1653097,64.56,149.79,,11718,3804,0.818,209553,
11/13/2021,Nevada,3785848,4625890,1992328,53.72,122.91,1654554,64.68,150.18,10816,11890,3860,0.818,215242,
11/14/2021,Nevada,3802545,4624730,1996979,53.77,123.45,1656332,64.83,150.15,16697,11991,3893,0.822,221916,
11/15/2021,Nevada,3814226,4623430,2001470,53.83,123.83,1657985,64.98,150.1,11681,11726,3807,0.825,227318,
11/16/2021,Nevada,3820954,4652750,2004065,53.86,124.05,1658987,65.06,151.06,6728,11889,3860,0.821,230492,
11/17/2021,Nevada,3828619,4661630,2006474,53.9,124.3,1660092,65.14,151.34,7665,11812,3835,0.821,234946,
11/18/2021,Nevada,3842321,4691200,2010679,53.96,124.74,1662093,65.28,152.3,13702,11691,3796,0.819,242346,
11/19/2021,Nevada,3849347,4707920,2012977,54,124.97,1663131,65.35,152.85,7026,10616,3447,0.818,246561,
11/20/2021,Nevada,3859122,4741670,2015910,54.04,125.29,1664444,65.45,153.94,9775,10468,3399,0.814,252325,
11/21/2021,Nevada,3879036,4740740,2021780,54.12,125.94,1667020,65.64,153.91,19914,10927,3548,0.818,263458,
11/22/2021,Nevada,3891373,4739800,2025490,54.17,126.34,1668543,65.76,153.88,12337,11021,3578,0.821,270210,
11/23/2021,Nevada,3899124,4744700,2028092,54.2,126.59,1669459,65.84,154.04,7751,11167,3625,0.822,274321,
11/24/2021,Nevada,3908996,4770660,2030864,54.24,126.91,1670646,65.93,154.88,9872,11482,3728,0.819,280372,
11/25/2021,Nevada,,,,,,,,,,10872,3530,,,
11/26/2021,Nevada,,,,,,,,,,11214,3641,,,
11/27/2021,Nevada,,,,,,,,,,11164,3624,,,
11/28/2021,Nevada,,,,,,,,,,9666,3138,,,
11/29/2021,Nevada,3956125,4757360,2044888,54.43,128.44,1676662,66.39,154.45,,9250,3003,0.832,306140,
11/30/2021,Nevada,3963229,4774470,2046546,54.5,128.67,1678794,66.44,155.01,7104,9158,2973,0.83,309364,
12/1/2021,Nevada,3973726,4775560,2049222,54.58,129.01,1681079,66.53,155.04,10497,9247,3002,0.832,315280,
12/2/2021,Nevada,3988518,4798790,2052904,54.68,129.49,1684342,66.65,155.8,14792,10014,3251,0.831,323350,
12/3/2021,Nevada,3999155,4818610,2055759,54.74,129.84,1686035,66.74,156.44,10637,10187,3307,0.83,329849,
12/4/2021,Nevada,4011685,4812310,2059011,54.81,130.24,1688143,66.85,156.24,12530,10630,3451,0.834,337025,
12/5/2021,Nevada,4027559,4802530,2062782,54.9,130.76,1690897,66.97,155.92,15874,11551,3750,0.839,346344,
12/6/2021,Nevada,4043027,4800170,2066274,55.01,131.26,1694473,67.08,155.84,15468,12415,4031,0.842,354400,
12/7/2021,Nevada,4051842,4809690,2068797,55.08,131.55,1696624,67.17,156.15,8815,12659,4110,0.842,358597,
12/8/2021,Nevada,4060865,4833180,2071162,55.13,131.84,1698239,67.24,156.91,9023,12448,4041,0.84,363976,
12/9/2021,Nevada,4075905,4844250,2075105,55.21,132.33,1700561,67.37,157.27,15040,12484,4053,0.841,372684,
12/10/2021,Nevada,4092982,4882790,2079676,55.3,132.88,1703212,67.52,158.52,17077,13404,4352,0.838,382315,
12/11/2021,Nevada,4108929,4896100,2084267,55.4,133.4,1706278,67.67,158.96,15947,13892,4510,0.839,390526,
12/12/2021,Nevada,4124444,4896800,2088217,55.48,133.9,1708891,67.8,158.98,15515,13841,4494,0.842,399365,
12/13/2021,Nevada,4136763,4896660,2091232,55.56,134.3,1711238,67.89,158.97,12319,13391,4348,0.845,405971,
12/14/2021,Nevada,4142356,4924010,2092580,55.58,134.49,1712063,67.94,159.86,5593,12931,4198,0.841,409480,
12/15/2021,Nevada,4154011,4932560,2095934,55.66,134.86,1714555,68.05,160.14,11655,13307,4320,0.842,415405,
12/16/2021,Nevada,4165243,4949500,2099058,55.73,135.23,1716487,68.15,160.69,11232,12763,4144,0.842,421667,
12/17/2021,Nevada,4179236,5010430,2102815,55.81,135.68,1718890,68.27,162.67,13993,12322,4000,0.834,429390,
12/18/2021,Nevada,4189587,5023250,2105588,55.85,136.02,1720282,68.36,163.08,10351,11523,3741,0.834,435494,
12/19/2021,Nevada,4205214,5012910,2109579,55.91,136.53,1722158,68.49,162.75,15627,11539,3746,0.839,444974,
12/20/2021,Nevada,4216754,5002250,2112597,55.97,136.9,1724065,68.59,162.4,11540,11427,3710,0.843,451287,
12/21/2021,Nevada,4223921,5007590,2114630,56.01,137.13,1725305,68.65,162.58,7167,11652,3783,0.844,455134,
12/22/2021,Nevada,4234393,5041400,2117600,56.06,137.47,1726835,68.75,163.67,10472,11483,3728,0.84,461264,
12/23/2021,Nevada,4248762,5067570,2121602,56.13,137.94,1728811,68.88,164.52,14369,11931,3874,0.838,469540,
12/24/2021,Nevada,,,,,,,,,,11017,3577,,,
12/25/2021,Nevada,,,,,,,,,,10624,3449,,,
12/26/2021,Nevada,,,,,,,,,,9476,3076,,,
12/27/2021,Nevada,4279141,5048640,2130458,56.26,138.93,1732764,69.17,163.91,,8912,2893,0.848,486467,
12/28/2021,Nevada,4290582,5048640,2133906,56.31,139.3,1734575,69.28,163.91,11441,9523,3092,0.85,492146,
12/29/2021,Nevada,4300206,5091390,2136803,56.37,139.61,1736285,69.37,165.3,9624,9402,3052,0.845,497070,
12/30/2021,Nevada,4314411,5100650,2140842,56.44,140.07,1738587,69.5,165.6,14205,9378,3045,0.846,504492,
12/31/2021,Nevada,,,,,,,,,,9499,3084,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2.3
,,,,,,,,,,,,,,,2.44
,,,,,,,,,,,,,,,2.57
,,,,,,,,,,,,,,,2.68
,,,,,,,,,,,,,,,2.74
,,,,,,,,,,,,,,,2.81
,,,,,,,,,,,,,,,2.82
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,18.58
,,,,,,,,,,,,,,,18.9
,,,,,,,,,,,,,,,19.26
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,19.58
,,,,,,,,,,,,,,,19.96
,,,,,,,,,,,,,,,20.12
,,,,,,,,,,,,,,,20.44
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,21.11
,,,,,,,,,,,,,,,21.26
,,,,,,,,,,,,,,,21.46
,,,,,,,,,,,,,,,21.68
,,,,,,,,,,,,,,,21.94
,,,,,,,,,,,,,,,22.15
,,,,,,,,,,,,,,,22.3
,,,,,,,,,,,,,,,22.44
,,,,,,,,,,,,,,,22.61
,,,,,,,,,,,,,,,22.79
,,,,,,,,,,,,,,,23
,,,,,,,,,,,,,,,23.18
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,23.58
,,,,,,,,,,,,,,,23.67
,,,,,,,,,,,,,,,24.96
,,,,,,,,,,,,,,,25.09
,,,,,,,,,,,,,,,25.24
,,,,,,,,,,,,,,,25.37
,,,,,,,,,,,,,,,25.48
,,,,,,,,,,,,,,,25.54
,,,,,,,,,,,,,,,25.63
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3.33
,,,,,,,,,,,,,,,3.51
,,,,,,,,,,,,,,,3.67
,,,,,,,,,,,,,,,3.67
,,,,,,,,,,,,,,,3.95
,,,,,,,,,,,,,,,4.03
,,,,,,,,,,,,,,,4.23
,,,,,,,,,,,,,,,4.23
,,,,,,,,,,,,,,,4.74
,,,,,,,,,,,,,,,5.04
