id,Season,Location,Round/Stage,Obstacle Name,Obstacle Order
399,6.0,Denver,Finals (Regional/City),Salmon Ladder,7.0
400,6.0,Denver,Finals (Regional/City),Arm Rings,8.0
401,6.0,Denver,Finals (Regional/City),Doorknob Arch,9.0
402,6.0,Denver,Finals (Regional/City),Spider Climb,10.0
403,6.0,Las Vegas,National Finals - Stage 1,Piston Road,1.0
404,6.0,Las Vegas,National Finals - Stage 1,Giant Ring,2.0
405,6.0,Las Vegas,National Finals - Stage 1,Silk Slider,3.0
406,6.0,Las Vegas,National Finals - Stage 1,Jumping Spider,4.0
407,6.0,Las Vegas,National Finals - Stage 1,Half-Pipe Attack,5.0
408,6.0,Las Vegas,National Finals - Stage 1,Warped Wall,6.0
409,6.0,Las Vegas,National Finals - Stage 1,Spinning Bridge,7.0
410,6.0,Las Vegas,National Finals - Stage 1,Tarzan Rope,8.0
411,6.0,Las Vegas,National Finals - Stage 1,Rope Ladder,9.0
412,6.0,Las Vegas,National Finals - Stage 2,Rope Jungle,1.0
413,6.0,Las Vegas,National Finals - Stage 2,Double Salmon Ladder,2.0
414,6.0,Las Vegas,National Finals - Stage 2,Unstable Bridge,3.0
415,6.0,Las Vegas,National Finals - Stage 2,Butterfly Wall,4.0
416,6.0,Las Vegas,National Finals - Stage 2,Metal Spin,5.0
417,6.0,Las Vegas,National Finals - Stage 2,Wall Lift,6.0
418,6.0,Las Vegas,National Finals - Stage 3,Cannonball Incline,1.0
419,6.0,Las Vegas,National Finals - Stage 3,Doorknob Grasper,2.0
420,6.0,Las Vegas,National Finals - Stage 3,Floating Boards,3.0
421,6.0,Las Vegas,National Finals - Stage 3,Ultimate Cliffhanger,4.0
422,6.0,Las Vegas,National Finals - Stage 3,Propeller Bar,5.0
423,6.0,Las Vegas,National Finals - Stage 3,Hang Climb,6.0
424,6.0,Las Vegas,National Finals - Stage 3,Spider Flip,7.0
425,6.0,Las Vegas,National Finals - Stage 3,Flying Bar,8.0
426,6.0,Las Vegas,National Finals - Stage 4,Rope Climb,1.0
427,7.0,Pittsburgh,Qualifying (Regional/City),Quintuple Steps,1.0
428,7.0,Pittsburgh,Qualifying (Regional/City),Log Grip,2.0
429,7.0,Pittsburgh,Qualifying (Regional/City),Snake Crossing,3.0
430,7.0,Pittsburgh,Qualifying (Regional/City),Wind Chimes,4.0
431,7.0,Pittsburgh,Qualifying (Regional/City),Devil Steps,5.0
432,7.0,Pittsburgh,Qualifying (Regional/City),Warped Wall,6.0
433,7.0,Pittsburgh,Finals (Regional/City),Quintuple Steps,1.0
434,7.0,Pittsburgh,Finals (Regional/City),Log Grip,2.0
435,7.0,Pittsburgh,Finals (Regional/City),Snake Crossing,3.0
436,7.0,Pittsburgh,Finals (Regional/City),Wind Chimes,4.0
437,7.0,Pittsburgh,Finals (Regional/City),Devil Steps,5.0
438,7.0,Pittsburgh,Finals (Regional/City),Warped Wall,6.0
439,7.0,Pittsburgh,Finals (Regional/City),Salmon Ladder,7.0
440,7.0,Pittsburgh,Finals (Regional/City),Floating Monkey Bars,8.0
441,7.0,Pittsburgh,Finals (Regional/City),Doorknob Arch,9.0
442,7.0,Pittsburgh,Finals (Regional/City),Invisible Ladder,10.0
443,7.0,Orlando,Qualifying (Regional/City),Quintuple Steps,1.0
444,7.0,Orlando,Qualifying (Regional/City),Rolling Log,2.0
445,7.0,Orlando,Qualifying (Regional/City),Paddle Boards,3.0
446,7.0,Orlando,Qualifying (Regional/City),Tire Swing,4.0
447,7.0,Orlando,Qualifying (Regional/City),Double Tilt Ladder,5.0
448,7.0,Orlando,Qualifying (Regional/City),Warped Wall,6.0
449,7.0,Orlando,Finals (Regional/City),Quintuple Steps,1.0
450,7.0,Orlando,Finals (Regional/City),Rolling Log,2.0
451,7.0,Orlando,Finals (Regional/City),Paddle Boards,3.0
452,7.0,Orlando,Finals (Regional/City),Tire Swing,4.0
453,7.0,Orlando,Finals (Regional/City),Double Tilt Ladder,5.0
454,7.0,Orlando,Finals (Regional/City),Warped Wall,6.0
455,7.0,Orlando,Finals (Regional/City),Salmon Ladder,7.0
456,7.0,Orlando,Finals (Regional/City),Cannonball Alley,8.0
457,7.0,Orlando,Finals (Regional/City),Double Helix,9.0
458,7.0,Orlando,Finals (Regional/City),Invisible Ladder,10.0
459,7.0,Kansas City,Qualifying (Regional/City),Quintuple Steps,1.0
460,7.0,Kansas City,Qualifying (Regional/City),Big Dipper,2.0
461,7.0,Kansas City,Qualifying (Regional/City),Floating Tiles,3.0
462,7.0,Kansas City,Qualifying (Regional/City),(Modified) Ring Toss,4.0
463,7.0,Kansas City,Qualifying (Regional/City),Bungee Road,5.0
464,7.0,Kansas City,Qualifying (Regional/City),Warped Wall,6.0
465,7.0,Kansas City,Finals (Regional/City),Quintuple Steps,1.0
466,7.0,Kansas City,Finals (Regional/City),Big Dipper,2.0
467,7.0,Kansas City,Finals (Regional/City),Floating Tiles,3.0
468,7.0,Kansas City,Finals (Regional/City),(Modified) Ring Toss,4.0
469,7.0,Kansas City,Finals (Regional/City),Bungee Road,5.0
470,7.0,Kansas City,Finals (Regional/City),Warped Wall,6.0
471,7.0,Kansas City,Finals (Regional/City),Salmon Ladder,7.0
472,7.0,Kansas City,Finals (Regional/City),Flying Shelf Grab,8.0
473,7.0,Kansas City,Finals (Regional/City),Body Prop,9.0
474,7.0,Kansas City,Finals (Regional/City),Invisible Ladder,10.0
475,7.0,Venice,Qualifying (Regional/City),Quintuple Steps,1.0
476,7.0,Venice,Qualifying (Regional/City),Mini Silk Slider,2.0
477,7.0,Venice,Qualifying (Regional/City),Tilting Table,3.0
478,7.0,Venice,Qualifying (Regional/City),Spin Cycle,4.0
479,7.0,Venice,Qualifying (Regional/City),Hourglass Drop,5.0
480,7.0,Venice,Qualifying (Regional/City),Warped Wall,6.0
481,7.0,Venice,Finals (Regional/City),Quintuple Steps,1.0
482,7.0,Venice,Finals (Regional/City),Mini Silk Slider,2.0
483,7.0,Venice,Finals (Regional/City),Tilting Table,3.0
484,7.0,Venice,Finals (Regional/City),Spin Cycle,4.0
485,7.0,Venice,Finals (Regional/City),Hourglass Drop,5.0
486,7.0,Venice,Finals (Regional/City),Warped Wall,6.0
487,7.0,Venice,Finals (Regional/City),Salmon Ladder,7.0
488,7.0,Venice,Finals (Regional/City),Rumbling Dice,8.0
489,7.0,Venice,Finals (Regional/City),Clear Climb,9.0
490,7.0,Venice,Finals (Regional/City),Invisible Ladder,10.0
491,7.0,Houston,Qualifying (Regional/City),Quintuple Steps,1.0
492,7.0,Houston,Qualifying (Regional/City),Tilting Slider,2.0
493,7.0,Houston,Qualifying (Regional/City),Spinning Log,3.0
494,7.0,Houston,Qualifying (Regional/City),Cargo Crossing,4.0
495,7.0,Houston,Qualifying (Regional/City),Swinging Spikes,5.0
496,7.0,Houston,Qualifying (Regional/City),Warped Wall,6.0
497,7.0,Houston,Finals (Regional/City),Quintuple Steps,1.0
498,7.0,Houston,Finals (Regional/City),Tilting Slider,2.0
499,7.0,Houston,Finals (Regional/City),Spinning Log,3.0
500,7.0,Houston,Finals (Regional/City),Cargo Crossing,4.0
501,7.0,Houston,Finals (Regional/City),Swinging Spikes,5.0
502,7.0,Houston,Finals (Regional/City),Warped Wall,6.0
503,7.0,Houston,Finals (Regional/City),Salmon Ladder,7.0
504,7.0,Houston,Finals (Regional/City),Walking Bar,8.0
505,7.0,Houston,Finals (Regional/City),Crazy Cliffhanger,9.0
506,7.0,Houston,Finals (Regional/City),Invisible Ladder,10.0
507,7.0,San Pedro (Military),Qualifying (Regional/City),Quintuple Steps,1.0
508,7.0,San Pedro (Military),Qualifying (Regional/City),Jump Hang,2.0
509,7.0,San Pedro (Military),Qualifying (Regional/City),Log Runner,3.0
510,7.0,San Pedro (Military),Qualifying (Regional/City),Monkey Pegs,4.0
511,7.0,San Pedro (Military),Qualifying (Regional/City),I-Beam Crossing,5.0
512,7.0,San Pedro (Military),Qualifying (Regional/City),Warped Wall,6.0
513,7.0,San Pedro (Military),Finals (Regional/City),Quintuple Steps,1.0
514,7.0,San Pedro (Military),Finals (Regional/City),Jump Hang,2.0
515,7.0,San Pedro (Military),Finals (Regional/City),Log Runner,3.0
516,7.0,San Pedro (Military),Finals (Regional/City),Monkey Pegs,4.0
517,7.0,San Pedro (Military),Finals (Regional/City),I-Beam Crossing,5.0
518,7.0,San Pedro (Military),Finals (Regional/City),Warped Wall,6.0
519,7.0,San Pedro (Military),Finals (Regional/City),Salmon Ladder,7.0
520,7.0,San Pedro (Military),Finals (Regional/City),Swinging Frames,8.0
521,7.0,San Pedro (Military),Finals (Regional/City),Globe Grasper,9.0
522,7.0,San Pedro (Military),Finals (Regional/City),Invisible Ladder,10.0
523,7.0,Las Vegas,National Finals - Stage 1,Piston Road,1.0
524,7.0,Las Vegas,National Finals - Stage 1,Propeller Bar,2.0
525,7.0,Las Vegas,National Finals - Stage 1,Silk Slider,3.0
526,7.0,Las Vegas,National Finals - Stage 1,Jumping Spider,4.0
527,7.0,Las Vegas,National Finals - Stage 1,Sonic Curve,5.0
528,7.0,Las Vegas,National Finals - Stage 1,Warped Wall,6.0
529,7.0,Las Vegas,National Finals - Stage 1,Coin Flip,7.0
530,7.0,Las Vegas,National Finals - Stage 1,Triple Swing,8.0
531,7.0,Las Vegas,National Finals - Stage 1,Rope Ladder,9.0
532,7.0,Las Vegas,National Finals - Stage 2,Rope Jungle,1.0
533,7.0,Las Vegas,National Finals - Stage 2,Double Salmon Ladder,2.0
534,7.0,Las Vegas,National Finals - Stage 2,Unstable Bridge,3.0
535,7.0,Las Vegas,National Finals - Stage 2,Butterfly Wall,4.0
536,7.0,Las Vegas,National Finals - Stage 2,Roulette Row,5.0
537,7.0,Las Vegas,National Finals - Stage 2,Wall Lift,6.0
538,7.0,Las Vegas,National Finals - Stage 3,Psycho Chainsaw,1.0
539,7.0,Las Vegas,National Finals - Stage 3,Doorknob Grasper,2.0
540,7.0,Las Vegas,National Finals - Stage 3,Floating Boards,3.0
541,7.0,Las Vegas,National Finals - Stage 3,Ultimate Cliffhanger,4.0
542,7.0,Las Vegas,National Finals - Stage 3,Pole Grasper,5.0
543,7.0,Las Vegas,National Finals - Stage 3,Hang Climb,6.0
544,7.0,Las Vegas,National Finals - Stage 3,Area 51,7.0
545,7.0,Las Vegas,National Finals - Stage 3,Flying Bar,8.0
546,7.0,Las Vegas,National Finals - Stage 4,Rope Climb,1.0
547,8.0,Los Angeles,Qualifying (Regional/City),Floating Steps,1.0
548,8.0,Los Angeles,Qualifying (Regional/City),Tick Tock,2.0
549,8.0,Los Angeles,Qualifying (Regional/City),Escalator,3.0
550,8.0,Los Angeles,Qualifying (Regional/City),Ring Jump,4.0
551,8.0,Los Angeles,Qualifying (Regional/City),I-Beam Cross,5.0
552,8.0,Los Angeles,Qualifying (Regional/City),Warped Wall,6.0
553,8.0,Los Angeles,Finals (Regional/City),Floating Steps,1.0
554,8.0,Los Angeles,Finals (Regional/City),Tick Tock,2.0
555,8.0,Los Angeles,Finals (Regional/City),Escalator,3.0
556,8.0,Los Angeles,Finals (Regional/City),Ring Jump,4.0
557,8.0,Los Angeles,Finals (Regional/City),I-Beam Cross,5.0
558,8.0,Los Angeles,Finals (Regional/City),Warped Wall,6.0
559,8.0,Los Angeles,Finals (Regional/City),Salmon Ladder,7.0
560,8.0,Los Angeles,Finals (Regional/City),The Wedge,8.0
561,8.0,Los Angeles,Finals (Regional/City),Helix Hang,9.0
562,8.0,Los Angeles,Finals (Regional/City),Invisible Ladder,10.0
563,8.0,Atlanta,Qualifying (Regional/City),Floating Steps,1.0
564,8.0,Atlanta,Qualifying (Regional/City),Big Dipper,2.0
565,8.0,Atlanta,Qualifying (Regional/City),Block Run,3.0
566,8.0,Atlanta,Qualifying (Regional/City),Spin Cycle,4.0
567,8.0,Atlanta,Qualifying (Regional/City),Pipe Fitter,5.0
568,8.0,Atlanta,Qualifying (Regional/City),Warped Wall,6.0
569,8.0,Atlanta,Finals (Regional/City),Floating Steps,1.0
570,8.0,Atlanta,Finals (Regional/City),Big Dipper,2.0
571,8.0,Atlanta,Finals (Regional/City),Block Run,3.0
572,8.0,Atlanta,Finals (Regional/City),Spin Cycle,4.0
573,8.0,Atlanta,Finals (Regional/City),Pipe Fitter,5.0
574,8.0,Atlanta,Finals (Regional/City),Warped Wall,6.0
575,8.0,Atlanta,Finals (Regional/City),Salmon Ladder,7.0
576,8.0,Atlanta,Finals (Regional/City),Floating Monkey Bars,8.0
577,8.0,Atlanta,Finals (Regional/City),The Clacker,9.0
578,8.0,Atlanta,Finals (Regional/City),Invisible Ladder,10.0
579,8.0,Indianapolis,Qualifying (Regional/City),Floating Steps,1.0
580,8.0,Indianapolis,Qualifying (Regional/City),Rolling Log,2.0
581,8.0,Indianapolis,Qualifying (Regional/City),Fly Wheels,3.0
582,8.0,Indianapolis,Qualifying (Regional/City),Disc Runner,4.0
583,8.0,Indianapolis,Qualifying (Regional/City),Swinging Spikes,5.0
584,8.0,Indianapolis,Qualifying (Regional/City),Warped Wall,6.0
585,8.0,Indianapolis,Finals (Regional/City),Floating Steps,1.0
586,8.0,Indianapolis,Finals (Regional/City),Rolling Log,2.0
587,8.0,Indianapolis,Finals (Regional/City),Fly Wheels,3.0
588,8.0,Indianapolis,Finals (Regional/City),Disc Runner,4.0
589,8.0,Indianapolis,Finals (Regional/City),Swinging Spikes,5.0
590,8.0,Indianapolis,Finals (Regional/City),Warped Wall,6.0
591,8.0,Indianapolis,Finals (Regional/City),Salmon Ladder,7.0
592,8.0,Indianapolis,Finals (Regional/City),Hourglass Drop,8.0
593,8.0,Indianapolis,Finals (Regional/City),Circuit Board,9.0
594,8.0,Indianapolis,Finals (Regional/City),Invisible Ladder,10.0
595,8.0,Oklahoma City,Qualifying (Regional/City),Floating Steps,1.0
596,8.0,Oklahoma City,Qualifying (Regional/City),Ring Swing,2.0
597,8.0,Oklahoma City,Qualifying (Regional/City),Log Runner,3.0
598,8.0,Oklahoma City,Qualifying (Regional/City),Tire Swing,4.0
599,8.0,Oklahoma City,Qualifying (Regional/City),Bar Hop,5.0
600,8.0,Oklahoma City,Qualifying (Regional/City),Warped Wall,6.0
601,8.0,Oklahoma City,Finals (Regional/City),Floating Steps,1.0
602,8.0,Oklahoma City,Finals (Regional/City),Ring Swing,2.0
603,8.0,Oklahoma City,Finals (Regional/City),Log Runner,3.0
604,8.0,Oklahoma City,Finals (Regional/City),Tire Swing,4.0
605,8.0,Oklahoma City,Finals (Regional/City),Bar Hop,5.0
606,8.0,Oklahoma City,Finals (Regional/City),Warped Wall,6.0
607,8.0,Oklahoma City,Finals (Regional/City),Salmon Ladder,7.0
608,8.0,Oklahoma City,Finals (Regional/City),Bungee Road,8.0
609,8.0,Oklahoma City,Finals (Regional/City),Window Hang,9.0
610,8.0,Oklahoma City,Finals (Regional/City),Invisible Ladder,10.0
611,8.0,Philadelphia,Qualifying (Regional/City),Floating Steps,1.0
612,8.0,Philadelphia,Qualifying (Regional/City),Log Grip,2.0
613,8.0,Philadelphia,Qualifying (Regional/City),Paddle Boards,3.0
614,8.0,Philadelphia,Qualifying (Regional/City),Wall Drop,4.0
615,8.0,Philadelphia,Qualifying (Regional/City),Rolling Thunder,5.0
616,8.0,Philadelphia,Qualifying (Regional/City),Warped Wall,6.0
617,8.0,Philadelphia,Finals (Regional/City),Floating Steps,1.0
618,8.0,Philadelphia,Finals (Regional/City),Log Grip,2.0
619,8.0,Philadelphia,Finals (Regional/City),Paddle Boards,3.0
620,8.0,Philadelphia,Finals (Regional/City),Wall Drop,4.0
621,8.0,Philadelphia,Finals (Regional/City),Rolling Thunder,5.0
622,8.0,Philadelphia,Finals (Regional/City),Warped Wall,6.0
623,8.0,Philadelphia,Finals (Regional/City),Salmon Ladder,7.0
624,8.0,Philadelphia,Finals (Regional/City),Flying Shelf Grab,8.0
625,8.0,Philadelphia,Finals (Regional/City),Stair Hopper,9.0
626,8.0,Philadelphia,Finals (Regional/City),Invisible Ladder,10.0
627,8.0,Las Vegas,National Finals - Stage 1,Snake Run,1.0
628,8.0,Las Vegas,National Finals - Stage 1,Propeller Bar,2.0
629,8.0,Las Vegas,National Finals - Stage 1,Giant Log Grip,3.0
630,8.0,Las Vegas,National Finals - Stage 1,Jumping Spider,4.0
631,8.0,Las Vegas,National Finals - Stage 1,Sonic Curve,5.0
632,8.0,Las Vegas,National Finals - Stage 1,Warped Wall,6.0
633,8.0,Las Vegas,National Finals - Stage 1,Broken Bridge,7.0
634,8.0,Las Vegas,National Finals - Stage 1,Flying Squirrel,8.0
635,8.0,Las Vegas,National Finals - Stage 1,Rope Ladder,9.0
636,8.0,Las Vegas,National Finals - Stage 2,Giant Ring Swing,1.0
637,8.0,Las Vegas,National Finals - Stage 2,Down Up Salmon Ladder,2.0
638,8.0,Las Vegas,National Finals - Stage 2,Wave Runner,3.0
639,8.0,Las Vegas,National Finals - Stage 2,Butterfly Wall,4.0
640,8.0,Las Vegas,National Finals - Stage 2,Double Wedge,5.0
641,8.0,Las Vegas,National Finals - Stage 2,Wall Flip,6.0
642,8.0,Las Vegas,National Finals - Stage 3,Keylock Hang,1.0
643,8.0,Las Vegas,National Finals - Stage 3,Floating Boards,2.0
644,8.0,Las Vegas,National Finals - Stage 3,Ultimate Cliffhanger,3.0
645,8.0,Las Vegas,National Finals - Stage 3,Curved Body Prop,4.0
646,8.0,Las Vegas,National Finals - Stage 3,Hang Climb,5.0
647,8.0,Las Vegas,National Finals - Stage 3,Walking Bar,6.0
648,8.0,Las Vegas,National Finals - Stage 3,Flying Bar,8.0
649,8.0,Las Vegas,National Finals - Stage 4,Rope Climb,1.0
650,9.0,Los Angeles,Qualifying (Regional/City),Floating Steps,1.0
651,9.0,Los Angeles,Qualifying (Regional/City),Cannonball Drop,2.0
652,9.0,Los Angeles,Qualifying (Regional/City),Fly Wheels,3.0
653,9.0,Los Angeles,Qualifying (Regional/City),Block Run,4.0
654,9.0,Los Angeles,Qualifying (Regional/City),Battering Ram,5.0
655,9.0,Los Angeles,Qualifying (Regional/City),Warped Wall,6.0
656,9.0,Los Angeles,Finals (Regional/City),Floating Steps,1.0
657,9.0,Los Angeles,Finals (Regional/City),Cannonball Drop,2.0
658,9.0,Los Angeles,Finals (Regional/City),Fly Wheels,3.0
659,9.0,Los Angeles,Finals (Regional/City),Block Run,4.0
660,9.0,Los Angeles,Finals (Regional/City),Battering Ram,5.0
661,9.0,Los Angeles,Finals (Regional/City),Warped Wall,6.0
662,9.0,Los Angeles,Finals (Regional/City),Salmon Ladder,7.0
663,9.0,Los Angeles,Finals (Regional/City),Swinging Peg Board,8.0
664,9.0,Los Angeles,Finals (Regional/City),Stair Hopper,9.0
665,9.0,Los Angeles,Finals (Regional/City),Elevator Climb,10.0
666,9.0,San Antonio,Qualifying (Regional/City),Floating Steps,1.0
667,9.0,San Antonio,Qualifying (Regional/City),Tick Tock,2.0
668,9.0,San Antonio,Qualifying (Regional/City),Spinning Bridge,3.0
669,9.0,San Antonio,Qualifying (Regional/City),Sky Hooks,4.0
670,9.0,San Antonio,Qualifying (Regional/City),Pipe Fitter,5.0
671,9.0,San Antonio,Qualifying (Regional/City),Warped Wall,6.0
672,9.0,San Antonio,Finals (Regional/City),Floating Steps,1.0
673,9.0,San Antonio,Finals (Regional/City),Tick Tock,2.0
674,9.0,San Antonio,Finals (Regional/City),Spinning Bridge,3.0
675,9.0,San Antonio,Finals (Regional/City),Sky Hooks,4.0
676,9.0,San Antonio,Finals (Regional/City),Pipe Fitter,5.0
677,9.0,San Antonio,Finals (Regional/City),Warped Wall,6.0
678,9.0,San Antonio,Finals (Regional/City),Salmon Ladder,7.0
679,9.0,San Antonio,Finals (Regional/City),Hourglass Drop,8.0
680,9.0,San Antonio,Finals (Regional/City),Spinball Wizard,9.0
681,9.0,San Antonio,Finals (Regional/City),Elevator Climb,10.0
682,9.0,Daytona Beach,Qualifying (Regional/City),Floating Steps,1.0
683,9.0,Daytona Beach,Qualifying (Regional/City),Rolling Pin,2.0
684,9.0,Daytona Beach,Qualifying (Regional/City),Wingnuts,3.0
685,9.0,Daytona Beach,Qualifying (Regional/City),Broken Bridge,4.0
686,9.0,Daytona Beach,Qualifying (Regional/City),Rolling Thunder,5.0
687,9.0,Daytona Beach,Qualifying (Regional/City),Warped Wall,6.0
688,9.0,Daytona Beach,Finals (Regional/City),Floating Steps,1.0
689,9.0,Daytona Beach,Finals (Regional/City),Rolling Pin,2.0
690,9.0,Daytona Beach,Finals (Regional/City),Wingnuts,3.0
691,9.0,Daytona Beach,Finals (Regional/City),Broken Bridge,4.0
692,9.0,Daytona Beach,Finals (Regional/City),Rolling Thunder,5.0
693,9.0,Daytona Beach,Finals (Regional/City),Warped Wall,6.0
694,9.0,Daytona Beach,Finals (Regional/City),Salmon Ladder,7.0
695,9.0,Daytona Beach,Finals (Regional/City),Giant Cubes,8.0
696,9.0,Daytona Beach,Finals (Regional/City),Circuit Board,9.0
697,9.0,Daytona Beach,Finals (Regional/City),Elevator Climb,10.0
698,9.0,Kansas City,Qualifying (Regional/City),Floating Steps,1.0
699,9.0,Kansas City,Qualifying (Regional/City),Hang Glider,2.0
700,9.0,Kansas City,Qualifying (Regional/City),Broken Pipes,3.0
701,9.0,Kansas City,Qualifying (Regional/City),Crank It Up,4.0
702,9.0,Kansas City,Qualifying (Regional/City),Bar Hop,5.0
703,9.0,Kansas City,Qualifying (Regional/City),Warped Wall,6.0
704,9.0,Kansas City,Finals (Regional/City),Floating Steps,1.0
705,9.0,Kansas City,Finals (Regional/City),Hang Glider,2.0
706,9.0,Kansas City,Finals (Regional/City),Broken Pipes,3.0
707,9.0,Kansas City,Finals (Regional/City),Crank It Up,4.0
708,9.0,Kansas City,Finals (Regional/City),Bar Hop,5.0
709,9.0,Kansas City,Finals (Regional/City),Warped Wall,6.0
710,9.0,Kansas City,Finals (Regional/City),Salmon Ladder,7.0
711,9.0,Kansas City,Finals (Regional/City),Floating Monkey Bars,8.0
712,9.0,Kansas City,Finals (Regional/City),Iron Maiden,9.0
713,9.0,Kansas City,Finals (Regional/City),Elevator Climb,10.0
714,9.0,Cleveland,Qualifying (Regional/City),Floating Steps,1.0
715,9.0,Cleveland,Qualifying (Regional/City),Rolling Log,2.0
716,9.0,Cleveland,Qualifying (Regional/City),Razor's Edge,3.0
717,9.0,Cleveland,Qualifying (Regional/City),Ring Jump,4.0
718,9.0,Cleveland,Qualifying (Regional/City),I-Beam Gap,5.0
719,9.0,Cleveland,Qualifying (Regional/City),Warped Wall,6.0
720,9.0,Cleveland,Finals (Regional/City),Floating Steps,1.0
721,9.0,Cleveland,Finals (Regional/City),Rolling Log,2.0
722,9.0,Cleveland,Finals (Regional/City),Razor's Edge,3.0
723,9.0,Cleveland,Finals (Regional/City),Ring Jump,4.0
724,9.0,Cleveland,Finals (Regional/City),I-Beam Gap,5.0
725,9.0,Cleveland,Finals (Regional/City),Warped Wall,6.0
726,9.0,Cleveland,Finals (Regional/City),Salmon Ladder,7.0
727,9.0,Cleveland,Finals (Regional/City),Nail Clipper,8.0
728,9.0,Cleveland,Finals (Regional/City),The Clacker,9.0
729,9.0,Cleveland,Finals (Regional/City),Elevator Climb,10.0
730,9.0,Denver,Qualifying (Regional/City),Floating Steps,1.0
731,9.0,Denver,Qualifying (Regional/City),Ring Swing,2.0
732,9.0,Denver,Qualifying (Regional/City),Bouncing Spider,3.0
733,9.0,Denver,Qualifying (Regional/City),Paddle Boards,4.0
734,9.0,Denver,Qualifying (Regional/City),Rail Runner,5.0
735,9.0,Denver,Qualifying (Regional/City),Warped Wall,6.0
736,9.0,Denver,Finals (Regional/City),Floating Steps,1.0
737,9.0,Denver,Finals (Regional/City),Ring Swing,2.0
738,9.0,Denver,Finals (Regional/City),Bouncing Spider,3.0
739,9.0,Denver,Finals (Regional/City),Paddle Boards,4.0
740,9.0,Denver,Finals (Regional/City),Rail Runner,5.0
741,9.0,Denver,Finals (Regional/City),Warped Wall,6.0
742,9.0,Denver,Finals (Regional/City),Salmon Ladder,7.0
743,9.0,Denver,Finals (Regional/City),The Wedge,8.0
744,9.0,Denver,Finals (Regional/City),Ninjago Roll,9.0
745,9.0,Denver,Finals (Regional/City),Elevator Climb,10.0
746,9.0,Las Vegas,National Finals - Stage 1,Snake Run,1.0
747,9.0,Las Vegas,National Finals - Stage 1,Propeller Bar,2.0
748,9.0,Las Vegas,National Finals - Stage 1,Double Dipper,3.0
749,9.0,Las Vegas,National Finals - Stage 1,Jumping Spider,4.0
750,9.0,Las Vegas,National Finals - Stage 1,Parkour Run,5.0
751,9.0,Las Vegas,National Finals - Stage 1,Warped Wall,6.0
752,9.0,Las Vegas,National Finals - Stage 1,Domino Pipes,7.0
753,9.0,Las Vegas,National Finals - Stage 1,Flying Squirrel,8.0
754,9.0,Las Vegas,National Finals - Stage 1,Rope Ladder,9.0
755,9.0,Las Vegas,National Finals - Stage 2,Giant Ring Swing,1.0
756,9.0,Las Vegas,National Finals - Stage 2,Criss Cross Salmon Ladder,2.0
757,9.0,Las Vegas,National Finals - Stage 2,Wave Runner,3.0
758,9.0,Las Vegas,National Finals - Stage 2,Swing Surfer,4.0
759,9.0,Las Vegas,National Finals - Stage 2,Wingnut Alley,5.0
760,9.0,Las Vegas,National Finals - Stage 2,Wall Flip,6.0
761,9.0,Las Vegas,National Finals - Stage 3,Floating Boards,1.0
762,9.0,Las Vegas,National Finals - Stage 3,Keylock Hang,2.0
763,9.0,Las Vegas,National Finals - Stage 3,Nail Clipper,3.0
764,9.0,Las Vegas,National Finals - Stage 3,Ultimate Cliffhanger,4.0
765,9.0,Las Vegas,National Finals - Stage 3,Curved Body Prop,5.0
766,9.0,Las Vegas,National Finals - Stage 3,Peg Cloud,6.0
767,9.0,Las Vegas,National Finals - Stage 3,Time Bomb,7.0
768,9.0,Las Vegas,National Finals - Stage 3,Flying Bar,8.0
769,9.0,Las Vegas,National Finals - Stage 4,Rope Climb,1.0
770,10.0,Los Angeles,Qualifying (Regional/City),Floating Steps,1.0
771,10.0,Los Angeles,Qualifying (Regional/City),Jumper Cables,2.0
772,10.0,Los Angeles,Qualifying (Regional/City),Spinning Bridge,3.0
773,10.0,Los Angeles,Qualifying (Regional/City),Sky Hooks,4.0
774,10.0,Los Angeles,Qualifying (Regional/City),Doorknob Drop,5.0
775,10.0,Los Angeles,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
776,10.0,Los Angeles,Finals (Regional/City),Archer Steps,1.0
777,10.0,Los Angeles,Finals (Regional/City),Jumper Cables,2.0
778,10.0,Los Angeles,Finals (Regional/City),Spinning Bridge,3.0
779,10.0,Los Angeles,Finals (Regional/City),Flying Shelf Grab,4.0
780,10.0,Los Angeles,Finals (Regional/City),Doorknob Drop,5.0
781,10.0,Los Angeles,Finals (Regional/City),Warped Wall,6.0
782,10.0,Los Angeles,Finals (Regional/City),Salmon Ladder,7.0
783,10.0,Los Angeles,Finals (Regional/City),Giant Cubes,8.0
784,10.0,Los Angeles,Finals (Regional/City),Baton Pass,9.0
785,10.0,Los Angeles,Finals (Regional/City),Spider Trap,10.0
786,10.0,Dallas,Qualifying (Regional/City),Floating Steps,1.0
787,10.0,Dallas,Qualifying (Regional/City),Catch & Release,2.0
788,10.0,Dallas,Qualifying (Regional/City),Bouncing Spider,3.0
789,10.0,Dallas,Qualifying (Regional/City),Tuning Forks,4.0
790,10.0,Dallas,Qualifying (Regional/City),Crank It Up,5.0
791,10.0,Dallas,Qualifying (Regional/City),Warped Wall / Mega Wall,6.0
792,10.0,Dallas,Finals (Regional/City),Archer Steps,1.0
793,10.0,Dallas,Finals (Regional/City),Catch & Release,2.0
794,10.0,Dallas,Finals (Regional/City),Bouncing Spider,3.0
