Timestamp,How old are you?,Industry,Job title,Additional context on job title,Annual salary,Other monetary comp,Currency,Currency - other,Additional context on income,Country,State,City,Overall years of professional experience,Years of experience in field,Highest level of education completed,Gender,Race
4/27/2021 11:08,25-34,Nonprofits,Associate Director of Annual Giving,I work at a private liberal arts college in annual fundraising,"50,000",0,USD,,,United States,Georgia,Atlanta,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,"Accounting, Banking & Finance",Cash Logistics Manager,,"57,750",5750,USD,,,United States,Texas,Houston,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Social Work,Social Worker / Child Development Specialist,Provide therapeutic services to children with special needs,"62,000",,USD,,,United States,Illinois,Chicago,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:08,25-34,Nonprofits,Legislative Analyst,,"65,000",0,USD,,,United States,California,Sacramento,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,Health care,Medical Receptionist,,"43,680",,USD,,,United States,Massachusetts,North Andover,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:08,25-34,Transport or Logistics,Technology Senior Business Analyst,I work in technology to bridge business requirements into technology solutions,"103,000",2000,USD,,,USA,Texas,Dallas,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,45-54,Education (Primary/Secondary),Principal Teacher,,"51,000",0,GBP,,,United Kingdom,,Edinburgh,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:08,25-34,Nonprofits,Senior Marketing Specialist,,"65,000",2700,USD,,,US,Washington,Bellevue,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,Engineering or Manufacturing,Assistant Archivist,Within a FMCG corporate context,"25,000",1000,GBP,,,Scotland,,Glasgow,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:08,25-34,Government and Public Administration,Strategic Advisor,,"93,000",0,CAD,,"Unionized, automatically increases on a yearly basis until reaching top step",Canada,,Ottawa,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:08,35-44,Education (Primary/Secondary),High School counselor ,,"75,000",0,USD,,,United States,Georgia,Suwanee ,21 - 30 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Nonprofits,Service Manager ,,"34,500",0,GBP,,,UK,,Glasgow,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,18-24,"Marketing, Advertising & PR",Developer,,"72,500",3000,USD,,,United States,Illinois,Chicago,5-7 years,1 year or less,College degree,Woman,White
4/27/2021 11:08,35-44,Agriculture or Forestry,"Group Leader, Crop Protection Environmental and Human Safety",,"86,000",1500,USD,,,USA,North Carolina,Raleigh,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,Property or Construction,Energy Specialist,,"75,000",5000,USD,,,Usa,Missouri,St. Louis,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,25-34,Media & Digital,Editor (Books),,"38,000",,USD,,,USA,Massachusetts,Salem,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:08,25-34,Social Work,Medical Social Worker,Social worker at a hospital ,"63,000",0,USD,,,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Public Library,Children's Librarian,,"39,000",0,USD,,,United States,Ohio,Dayton,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Education (Higher Education),Payroll Manager,,"105,000",0,USD,,,United States,Connecticut,Fairfield,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,45-54,Property or Construction,Shop Coordinator,Vehicle/Equipment Maintenance Admin,"53,000",6000,USD,,,US,,Orlando,21 - 30 years,8 - 10 years,High School,Woman,White
4/27/2021 11:08,35-44,Computing or Tech,Senior user experience researcher,,"179,000",130000,USD,,Additional compensation is variable and includes stock and bonus,USA,New York,New York city,11 - 20 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:08,35-44,"Marketing, Advertising & PR",Freelance content writer/copy editor,,"77,000",0,USD,,,US,Connecticut,Manchester,21 - 30 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,35-44,Media & Digital,Production Editor ,,"55,000",0,USD,,,United States ,New York,New York ,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,25-34,Computing or Tech,Salesforce Administrator ,,"64,200",3000,USD,,,United States,Wisconsin,Madison,5-7 years,2 - 4 years,Master's degree,Other or prefer not to answer,White
4/27/2021 11:08,55-64,Health care,Account Manager,NOT sales,"43,500",,USD,,"Bonus is at management discretion - no set amount, no set time",US,Pennsylvania,Pittsburgh,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,25-34,Engineering or Manufacturing,Engineer,Level 2,"92,000",2000,USD,,,USA,Texas,DFW,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:08,55-64,Government and Public Administration,Assistant General Counsel,I'm an attorney managing attorneys,"170,000",3000,USD,,,USA,District of Columbia,DC,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:08,45-54,,Proposal Manager,,"87,938",4000,USD,,,US,North Carolina,Wilmington,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,25-34,Health care,Pharmacist,,"125,000",500,USD,,,United States of America,Pennsylvania,Pittsburgh,5-7 years,5-7 years,PhD,Woman,White
4/27/2021 11:08,25-34,Computing or Tech,Technical Associate,,"60,000",6000,CAD,,,Canada,,Toronto,1 year or less,1 year or less,College degree,Woman,White
4/27/2021 11:08,55-64,"Accounting, Banking & Finance","IT Director, Project Management ",,"186,000",0,USD,,,United States,New Jersey,Cherry Hill,31 - 40 years,31 - 40 years,College degree,Man,White
4/27/2021 11:08,35-44,Sales,Administrative Assistant,,"49,000",0,CAD,,,Canada,,Montreal,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:08,25-34,Media & Digital,Production Editor,Children's publishing,"51,000",,USD,,,US,New York,New York,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,"Accounting, Banking & Finance",Staff Accountant,,"61,800",1000,USD,,"No accounting or business degree, or salary would probably be higher. Working on it!",USA,Ohio,Cleveland,8 - 10 years,5-7 years,College degree,Man,White
4/27/2021 11:08,25-34,"Accounting, Banking & Finance","SVP, risk management",SVP is ~5th title (below Director). Individual Contributor role. ,"155,000",31000,USD,,Bonus is not guaranteed (or in my offer letter). Based on verbal guidance from hiring manager,USA,Massachusetts,Fully Remote (Greater Boston),8 - 10 years,8 - 10 years,College degree,Woman,Asian or Asian American
4/27/2021 11:08,35-44,Art & Design,Product Coordinator,,"40,000",200,USD,,,USA,Michigan,Grand Rapids,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:08,25-34,Education (Higher Education),Statistical Analyst,,"71,750",0,USD,,,United States,Pennsylvania,Philadelphia,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Engineering or Manufacturing,Sales Account Manager,,"70,000",,USD,,,United States,Wisconsin,Milwaukee,8 - 10 years,2 - 4 years,Master's degree,Man,Asian or Asian American
4/27/2021 11:08,35-44,Business or Consulting,Managing Consultant,,"87,000",,USD,,I consult in the government/nonprofit fields,United States,Minnesota,St. Paul,21 - 30 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:08,35-44,Computing or Tech,Program Manager,I do both management and technical work,"157,000",0,USD,,,USA,Colorado,Denver,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:08,35-44,"""Government Relations"" (Lobbying) ",Assistant ,"Hired as an assistant 5.5 years ago, still technically in the same role but wear a lot of hats in a small company, including increasingly doing substantive work for clients ","65,000",0,USD,,,United States ,New York,New York City ,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:08,25-34,Nonprofits,Senior research assistant,,"42,120",0,USD,,,USA,New Jersey,East Hanover,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:08,25-34,Business or Consulting,Research Associate,,"65,000",5000,USD,,,United States,District of Columbia,District of Columbia,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Nonprofits,Community Support Manager,Manager of a customer service team,"85,000",,USD,,,United States,District of Columbia,"Washington, DC",8 - 10 years,8 - 10 years,College degree,Man,White
4/27/2021 11:09,35-44,Computing or Tech,Junior Project Manager,,"86,000",3000,USD,,,United States,Colorado,Denver,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,35-44,Computing or Tech,Business Analyst,,"85,000",7000,USD,,,United States,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:09,45-54,Education (Primary/Secondary),teacher,,"94,000",,USD,,,United States,Connecticut,Stamford,21 - 30 years,21 - 30 years,PhD,Woman,White
4/27/2021 11:09,45-54,Computing or Tech,Software Development Project Manager,Federal employee GS-13 step 6,"104,000",0,USD,,,USA,Louisiana,New Orleans,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:09,45-54,Computing or Tech,Human Resources Manager,I manage Human Resources with the exception of Benefits.  ,"88,000",8800,USD,,"Bonus is 10% of base salary based on MBO, EBITDA and Share price (we are an employee owned company",United States,Minnesota,Minneapolis,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,35-44,Government and Public Administration,Program Assistant ,Support staff for city department,"52,000",,USD,,,U.S.,California,Citrus Heights,11 - 20 years,8 - 10 years,Some college,Woman,White
4/27/2021 11:09,25-34,Computing or Tech,Programmer Analyst 2,,"65,000",3000,USD,,,USA,Missouri,Jefferson City,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,45-54,Computing or Tech,Sr development Manager,,"175,000",175000,USD,,,US,Colorado,Denver,21 - 30 years,11 - 20 years,College degree,Man,White
4/27/2021 11:09,25-34,Business or Consulting,Consultant,,"134,000",3000,USD,,The additional compensation is the commission on my target sales for the year,U.S.,Oregon,Portland,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:09,35-44,Hospitality & Events,Controller,Finance,"98,500",10000,USD,,,USA,Florida,Naples,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:09,35-44,Health care,Registered behavior technician ,,"43,000",,USD,,,United States ,,San Diego ,8 - 10 years,5-7 years,Some college,Woman,White
4/27/2021 11:09,45-54,Nonprofits,Office Administrator ,,"36,712",,USD,,,Usa,Washington,Bellevue,11 - 20 years,5-7 years,Some college,Woman,White
4/27/2021 11:09,35-44,Computing or Tech,Software Engineer,,"112,000",0,USD,,,US,Florida,Melbourne,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,25-34,Politics,Compliance Manager,,"85,000",,USD,,,USA,District of Columbia,DC,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:09,25-34,Health care,Speech-Language Pathologist,"contract employee, work with private clients and in a MS","60,000",0,USD,,,United States,Ohio,Medina,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:09,35-44,Law,Transcriptionist,Transcribe law enforcement tapes,"50,000",,USD,,,United States,Minnesota,Minneapolis,11 - 20 years,2 - 4 years,High School,Woman,White
4/27/2021 11:09,18-24,Government and Public Administration,Disease Intervention Specialist,I work for a county public health department tracking and managing infectious diseases (including Covid-19),"52,000",,USD,,I'm paid $25/hour with time-and-a-half for overtime which I wouldn't normally work except during the pandemic I've been working lots of overtime.,United States,Montana,Prefer not to say (Montana is small!),2 - 4 years,1 year or less,College degree,Woman,White
4/27/2021 11:09,25-34,Government and Public Administration,Lead Planner,,"57,000",0,USD,,,USA,Texas,El Paso,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,"Accounting, Banking & Finance",Internal Auditor ,,"51,000",1500,USD,,,USA,Kentucky,Lexington ,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,25-34,"Accounting, Banking & Finance",CPA,,"54,000",,USD,,,United States,Wisconsin,La Crosse,5-7 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,25-34,Education (Higher Education),Director of Distance Education,,"56,000",,USD,,,US,Missouri,Springfield,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Education (Higher Education),Assistant Professor,10-month contract,"56,000",8000,USD,,,USA,Wisconsin,Milwaukee,2 - 4 years,5-7 years,PhD,Woman,White
4/27/2021 11:09,18-24,Nonprofits,Program Coordinator,,"39,000",0,USD,,,USA,District of Columbia,"Washington, DC",2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,25-34,"Accounting, Banking & Finance",Billing & Accounts Receivable Coordinator ,,"40,000",2000,USD,,,United States,Ohio,Canton,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,25-34,Law,Paralegal,,"71,500",1500,CAD,,,Canada,,Toronto,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,45-54,Software as a Service SaaS,"Director, Learning Content & Training",,"68,000",1000,USD,,,US,District of Columbia,Washington,11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,35-44,"Accounting, Banking & Finance",Branch Manager,,"65,000",3000,USD,,,USA,Texas,Richardson,11 - 20 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:09,25-34,Public health in higher education,Program Manager,I am not a program manager in a traditional sense. I just keep a program running. No PM training/background.,"67,000",9000,USD,,I received a bonus for my work during COVID.,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Government and Public Administration,program analyst,,"126,000",1000,USD,,,US,District of Columbia,DC,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,25-34,Business or Consulting,Planning analyst,I am a consultant who works for a planning and engineering firm,"75,000",30000,USD,,"Additional compensation varies, I entered the minimum amount ",US,Florida,Panhandle region,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:09,35-44,Business Services,Representative,Payroll Specialist,"50,000",,USD,,,United States,California,Glendale,11 - 20 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:09,45-54,Health care,Clinical Pharmacist ,,"146,000",0,USD,,,USA,Massachusetts,Boston ,11 - 20 years,11 - 20 years,PhD,Woman,White
4/27/2021 11:09,25-34,Engineering or Manufacturing,Senior Engineer,,"100,000",2500,USD,,,USA,Colorado,Golden,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:09,35-44,Property or Construction,Project Manager,,"52,000",6000,USD,,,United States,South Carolina,Charleston,11 - 20 years,5-7 years,High School,Woman,White
4/27/2021 11:09,25-34,"Accounting, Banking & Finance",Senior Associate,Basically a product manager,"135,000",5000,USD,,,USA,District of Columbia,"Washington, DC",8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,25-34,Computing or Tech,Technical Project Manager,"I also am a people manager, which is not necessarily typical for the role (none of my same-title peers manage people)","131,000",14000,USD,,,United States,California,Bay Area,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,45-54,Media & Digital,Special Projects Manager,I'm a Salesforce.com adm and develop apps in Salesforce,"64,000",2000,USD,,,US,New York,New York ,21 - 30 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Business or Consulting,Senior employee communications specialist,,"61,800",,USD,,,United States,Iowa,Des Moines,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,18-24,Law Enforcement & Security,Library Assistant,,"49,000",1000,USD,,,United States,Massachusetts,Boston,2 - 4 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,35-44,Manufacturing and distributing,Customer Support Representative ,"Account managing, RFP specialist","38,800",0,USD,,,USA,Texas,Houston,11 - 20 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,35-44,"Leisure, Sport & Tourism",Administrator,,"31,000",0,EUR,,,Ireland,,Dublin,21 - 30 years,11 - 20 years,Some college,Woman,White
4/27/2021 11:09,25-34,Nonprofits,Financial Administrator,,"50,000",0,USD,,,USA,Colorado,Denver,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Computing or Tech,Marketing Specialist,,"70,000",,USD,,,USA,Virginia,Richmond,8 - 10 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,45-54,Government and Public Administration,Public Health Advisor,,"126,000",2300,USD,,,United States,,Atlanta,31 - 40 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:09,45-54,Government and Public Administration,Payment Services Officer,I help people deal with unemployment benefits and in some cases can ensure those benefits are paid out,"54,000",,CAD,N/A,N/A,Canada,,St. John's,5-7 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,25-34,Government and Public Administration,Archivist,,"107,000",,USD,,,United States of America,Maryland,College Park,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Retail,Customer Experience Manager ,,"31,500",0,USD,,,Usa,California,Redding,8 - 10 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,25-34,Sales,Technical Sales Manager,,"80,000",8000,USD,,,United States,New Hampshire,Portsmouth,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:09,45-54,Law,Equity Partner,Equity Partner in AmLaw100 firm,"600,000",0,USD,,Firm profits distribution; I do not have my own separate book of business,United States,Pennsylvania,Philadelphia,21 - 30 years,21 - 30 years,PhD,Woman,White
4/27/2021 11:09,35-44,Government and Public Administration,Senior Policy Advisor,,"85,000",,CAD,,,Canada,,Toronto,11 - 20 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:09,25-34,Business or Consulting,Management Consultant,,"105,000",16000,USD,,,USA,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:09,35-44,Law,Counsel,Part-time,"120,000",5000,USD,,,usa,New York,I work remotely,11 - 20 years,8 - 10 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:09,35-44,Education (Primary/Secondary),Programmer Analyst,,"82,000",,USD,,,US,Wisconsin,Madison,11 - 20 years,11 - 20 years,College degree,Man,White
4/27/2021 11:09,35-44,Sales,Client Service Manager,,"90,000",0,USD,,,USA ,Pennsylvania,Philadelphia ,11 - 20 years,11 - 20 years,College degree,Woman,"Asian or Asian American, White"
4/27/2021 11:09,35-44,Computing or Tech,Sales,,"65,000",35000,USD,,,United States,Illinois,"Springfield, IL",11 - 20 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,45-54,Computing or Tech,Instructional designer,,"80,000",,USD,,,United States,North Carolina,Durham,21 - 30 years,2 - 4 years,College degree,Woman,White
4/27/2021 11:09,35-44,Utilities & Telecommunications,Technical Services Team Lead,,"60,000",4000,USD,,,United States,Maryland,Baltimore,11 - 20 years,2 - 4 years,College degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:09,25-34,Computing or Tech,Data analyst,,"885,000",0,Other,INR,,India,,Pune,2 - 4 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
4/27/2021 11:09,25-34,Computing or Tech,Proposal Manager,,"180,000",20000,USD,,,US,North Carolina,Wilmington,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:09,35-44,Computing or Tech,Business Architect,Supply Chain Planning,"157,029",31405,USD,,,US,California,San Jose,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:09,35-44,Computing or Tech,Backend Elixir Engineer,software development,"120,000",,USD,,,United States,Ohio,Columbus,11 - 20 years,2 - 4 years,Some college,Woman,White
4/27/2021 11:09,25-34,"Accounting, Banking & Finance",Senior Digital Content Manager,,"82,000",10000,USD,,,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:10,35-44,Engineering or Manufacturing,HR Manager,,"83,500",500,USD,,,USA,South Carolina,"Columbia, SC",11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Computing or Tech,Director of Operations,,"85,000",0,GBP,,,UK,,London,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:10,25-34,Nonprofits,Prospect Researcher,I work in development/fundraising at a non-profit,"44,500",,USD,,,United States of America,Pennsylvania,Philadelphia,2 - 4 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Food manufacturing,Packaging Dept Supervisor,,"58,240",,USD,,Unsure of bonus amount as it is a relatively new job,United States,California,Bay Area,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Nonprofits,Director of Engagement and Annual Giving,,"107,500",0,USD,,,USA,New York,New York,11 - 20 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,45-54,Government and Public Administration,Assistant Deputy Director,Division manager within a larger govt organization,"155,000",0,USD,,,USA,California,San Francisco Bay Area,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:10,25-34,Property or Construction,HR Manager,,"82,400",,USD,,,USA,Washington,Seattle,8 - 10 years,5-7 years,College degree,Woman,
4/27/2021 11:10,25-34,Utilities & Telecommunications,QA Analyst IT,Software tester,"65,000",3000,USD,,,United States,New York,Remote/ home,5-7 years,5-7 years,College degree,Woman,Black or African American
4/27/2021 11:10,25-34,"Marketing, Advertising & PR",Media Planner - Paid Social,,"82,500",,USD,,,USA,District of Columbia,Washington DC,5-7 years,5-7 years,College degree,Woman,Asian or Asian American
4/27/2021 11:10,25-34,Education (Higher Education),Assistant Fabrication Manager,in a fabrication shop with 5 spaces for 3 design disciplines at a state university ,"34,000",0,USD,,"part time, 29hrs/wk, 9 months/yr",USA,Virginia,"Harrisonburg, VA",8 - 10 years,5-7 years,College degree,Non-binary,White
4/27/2021 11:10,25-34,Computing or Tech,Customer Support Representative,,"45,000",,USD,,,USA,New Jersey,Somerset,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American
4/27/2021 11:10,35-44,"Marketing, Advertising & PR",Brand Manager,Video Games,"140,000",20000,USD,,,USA,California,San Francisco,11 - 20 years,21 - 30 years,Some college,Woman,Another option not listed here or prefer not to answer
4/27/2021 11:10,25-34,Government and Public Administration,Records Management Analyst,,"55,000",0,CAD,,"In a union on a salary grid, so I get annual raises from where I currently am until the max of approximately 62,000",Canada,,Victoria,8 - 10 years,1 year or less,College degree,Woman,White
4/27/2021 11:10,25-34,Computing or Tech,Product Manager,Senior-level,"201,000",80000,USD,,,USA,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Man,White
4/27/2021 11:10,35-44,Computing or Tech,Engineering Manager,,"210,000",70000,USD,,,United States,,New York City,11 - 20 years,11 - 20 years,Some college,Man,Asian or Asian American
4/27/2021 11:10,25-34,Computing or Tech,Customer Success Manager,,"115,000",28000,USD,,,USA,Colorado,Denver,11 - 20 years,5-7 years,College degree,Woman,White
4/27/2021 11:10,25-34,Computing or Tech,Software Engineer,,"80,000",3000,USD,,,USA,Minnesota,Minneapolis,1 year or less,1 year or less,Some college,Non-binary,White
4/27/2021 11:10,25-34,Education (Higher Education),Instructional design librarian,,"58,800",0,USD,,There are opportunities for additional compensation through teaching courses but this is not guaranteed and most librarians do not. I will get an additional $1000 for teaching a course next year. ,United States,Illinois,Normal,5-7 years,2 - 4 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Government and Public Administration,Instructional Systems Specialist,,"101,360",,USD,,,United States,,Washington DC,8 - 10 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Government and Public Administration,IT Specialist I,,"103,000",0,USD,,,United States,California,Sacramento,21 - 30 years,11 - 20 years,College degree,Man,White
4/27/2021 11:10,35-44,Computing or Tech,"Director, Corporate Communications ",,"170,000",34000,USD,,"I also get additional spot bonuses, RSUs, etc. My gross income last year was 250000",United States ,Massachusetts,Boston,21 - 30 years,11 - 20 years,College degree,Woman,White
4/27/2021 11:10,45-54,Education (Higher Education),Data librarian,I work in an academic library helping researchers access use and manage data,"112,000",0,CAD,,,Canada,,Ontario,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Nonprofits,Managing Editor,Managing Editor for the academic journal of a nonprofit professional organization,"80,000",0,USD,,,United States,Washington,Seattle,2 - 4 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Government and Public Administration,Historian,"USAF Wing Historian (fully civilian, mobile but currently stationed in Florida, deployable)","66,805",2000,USD,,"USG so variable -based on Grade(GS) and step, as well as locality",United States,Florida,Eglin AFB,8 - 10 years,8 - 10 years,PhD,Woman,White
4/27/2021 11:10,35-44,Recruitment or HR,Senior Talent Acquisition Consultant,,"90,000",18000,USD,,,United States,Massachusetts,Work from home ,11 - 20 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Business or Consulting,Assistant director ,,"117,000",11700,USD,,,US,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Social Work,Staff Therapist,,"45,000",0,USD,,,United States,Illinois,Chicago,5-7 years,1 year or less,Master's degree,Woman,White
4/27/2021 11:10,35-44,Education (Higher Education),Systems Librarian,,"54,000",0,USD,,,United States,North Dakota,Grand Forks,1 year or less,1 year or less,Master's degree,Woman,White
4/27/2021 11:10,25-34,Nonprofits,Adult Services Librarian,,"33,280",3000,USD,,,United States,,Pittsburgh,5-7 years,5-7 years,Master's degree,Woman,White
4/27/2021 11:10,25-34,Art & Design,Assistant Technology Coordinator,,"36,000",,USD,,,United States,Michigan,Bloomfield Hills,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
4/27/2021 11:10,25-34,Research and development,Chemist,,"58,000",1500,USD,,,United States,Virginia,Pembroke,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
4/27/2021 11:10,35-44,Health care,Doctor (Psychiatry registrar),,"134,800",30000,AUD/NZD,,First year training,Australia,,Perth,8 - 10 years,2 - 4 years,PhD,Woman,Asian or Asian American
4/27/2021 11:10,25-34,Pharmaceuticals,Quality project lead ,Managing pharmaceutical projects from early phase to late phase and commercial campaigns from a quality control perspective ,"38,600",1500,GBP,,,Uk,,Billingham ,8 - 10 years,8 - 10 years,College degree,Woman,White
4/27/2021 11:10,35-44,Engineering or Manufacturing,Project Manager Specialist,,"165,000",0,USD,,,US,Washington,Redmond,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,45-54,"Accounting, Banking & Finance",Sr. Database Analyst,,"102,000",0,USD,,,US,Texas,Dallas,21 - 30 years,21 - 30 years,Master's degree,Woman,White
4/27/2021 11:10,55-64,Consumer packaged goods,Systems Analyst,,"90,000",10000,CAD,,,Canada,,Toronto,21 - 30 years,21 - 30 years,College degree,Man,White
4/27/2021 11:10,55-64,Engineering or Manufacturing,Senior manufacturing engineer,,"136,000",25000,USD,,,Usa,,Sunnyvale ,21 - 30 years,8 - 10 years,Some college,Man,White
4/27/2021 11:10,35-44,Nonprofits,Director,,"110,000",,USD,,,US,Virginia,Annandale,11 - 20 years,11 - 20 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Nonprofits,Senior Development Manager,Fundraising,"72,100",0,USD,,,USA,New York,New York City,8 - 10 years,8 - 10 years,Master's degree,Woman,White
4/27/2021 11:10,35-44,Property or Construction,Accounting Manager,,"75,000",,USD,,,USA,Oregon,Prineville,21 - 30 years,21 - 30 years,College degree,Woman,White
4/27/2021 11:10,25-34,Education (Higher Education),Finance assistant,,"37,024",,USD,,,United States,Michigan,Kalamazoo,5-7 years,2 - 4 years,PhD,Other or prefer not to answer,
